,z1,z2,z3,z4
Industry,101.70681608342247,0.11293841046995033,-0.11628903358914755,0.0013921098731027694
Transport,-85.91978758736596,-0.18643782852367996,0.051340115979349225,-0.10161071088084161
Residential,-27.667582900519072,0.09338740371134865,0.0038070473171718513,0.146133045660766
Services,80.36366430098398,0.1277442351261038,0.12720658457005296,0.024010892245580232
