,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12
Montenegro,0.0003024876846812506,0.009145518664791723,0.03302535357321547,0.011960046519624876,5.505515991188011e-05,0.02088282374463569,0.005939594409237317,0.005515331567332806,0.016332451236451204,0.0002708885406252774,0.00218910872525436,0.0012109136062345097
Netherlands,0.004565155846146184,0.02691771803852355,0.001263776706665261,0.007119117827648446,0.007125522267720695,6.992346074022584e-05,0.0028961308346887207,9.498877611544483e-05,0.0034478721077197843,0.01966626693783119,0.0038484056496824615,0.2299359193729986
Norway,0.027181341434481632,0.00582327382679974,0.008518054188298062,0.01775924640170169,0.004650170776186468,0.0008149166788526374,0.00014426189533103166,0.004812283183586767,0.012555359706600098,0.014817111037308296,0.0016000927506317107,8.63764972066723e-05
Poland,0.014462871395284946,0.013198746438405887,0.0035721952319477577,0.0021866909903794384,0.0038487458588345193,0.007094446259347241,0.11206734854079126,0.0006903310845788786,0.004084163106823173,0.003175403300816775,0.0001234267436511556,0.0005420905920371654
Portugal,0.006528187413016861,0.007682668872569519,3.08388614753898e-05,0.0013768788567007312,2.087886776030148e-07,1.3155445955401426e-06,7.514637533054067e-05,7.74949902993237e-05,0.0004921001945495722,0.014842605891857258,0.009890975899443771,0.005331440902237291
Romania,0.0008338997285357242,0.005372498840361142,0.006068709611140098,0.011173024251955679,0.0015964496083120056,0.0009383923566143428,0.00021503339968576636,0.006390551844293994,0.006895312091015845,0.00020095209238924088,0.015743924770177106,0.013802386506010497
Russia,0.010181783389769983,0.03226947307398082,0.004849469016837912,0.0032526893076801995,8.813069357882263e-05,0.0032655437072088,0.02252387310618513,0.005526568984252602,0.0034028298068016923,0.0012914900671081152,4.306024233074378e-05,0.001217015566111291
Bashkirs,0.00867285612830801,0.0025863786175717622,0.0006104029512273212,0.03603990627806437,0.0006724765450853152,0.0012050411454027216,0.01631155291690017,0.0019746666195520897,0.0039040936085499673,0.0005344341339953155,0.00686238523487358,0.05771960923109547
Chuvashs,0.002068210488353563,0.028496043733234104,0.0044459332872052995,0.00364496587108024,0.0003161024526422323,0.010874563179722713,0.00025317253517430144,0.039408213609231545,0.00011913062705365826,0.0002085323122502353,0.007633043849284757,0.010071847723444839
Komis,0.0175132935388515,0.03039055009702015,0.006541664062077786,0.042891786907212306,0.0005232245571297802,0.0019134084206221952,0.0021842225815061553,0.001696270601272161,0.01580546343844937,0.010264006352946477,0.0007939871193372333,0.0014140907754659248
Maris,0.01916928592672933,0.039475798495205876,0.027477189014023174,0.04998087702415431,0.00042778299971764155,1.907283448097571e-07,0.008342240996373656,0.002147769529011798,0.018428966810929044,0.014135331894482546,2.7064675364779157e-06,0.005642936341282341
Mordvins ,0.0038855434849231554,0.005709060835064994,0.0073387847973828725,0.0011724108432901248,0.0024420169751476276,0.0013698012707351339,0.025151838457406747,0.01633494959088397,0.01104536093447293,5.575131073157325e-05,0.06674893096753114,0.014911500957587994
Tatars,0.0026278167859837102,0.004940063718107742,0.033278246709015566,3.9959743373536e-06,0.00020775899860590605,2.901292163903047e-05,0.003341762250427319,0.08570757012167254,0.00951149435192384,0.013261549299387169,0.0003040185737627387,0.014150153345802816
Udmurts,0.018461846436378902,0.022485866757264508,0.01674074978855377,0.07290775179368202,0.0015712963391640857,0.0019420204181668061,0.0523375429531667,0.00024212829823325256,0.03415443055237313,0.04021848522600286,0.0018846743800743698,1.219253769934202e-05
Scotland,0.008339781495528331,0.016880923364776583,0.003340176493137367,0.002951313851597128,0.0004555995651966056,5.3023157881037003e-05,0.002430532307539346,2.0344244851952767e-05,0.01032178429949709,0.013317151683029858,0.007197106951400992,0.00015658000355018306
Serbia,9.423566615575685e-06,0.01603474970635958,0.01917415585526078,0.008472513534232258,3.3514393849055874e-06,0.003000397761569086,0.005294833450212162,0.0006372350700999655,0.0005312144621007414,0.00788741076717826,0.00028348056699133845,0.004010288703362524
Slovakia,0.004128823646423041,0.010521516982615386,7.559320555742082e-05,0.0018656073260411928,0.002400082155301202,0.015347301759244552,0.02980079016596135,0.0004953320929635508,1.378542856414505e-06,0.005145747483411574,0.009718461736016206,0.001463027761191734
Slovenia,0.006972039343141177,0.009313560685841412,0.001998955793103705,0.0031527339599708663,0.0031598100199874,0.005340806366842176,0.019579463311091973,0.0031016715534252044,0.011414993381777934,0.005016706738536241,1.0347929341021801e-05,0.009869887468749214
Spain,0.0011041022340131496,0.004443022124721599,0.0030820317633862325,0.016395047811278745,0.0008378845173388799,5.239038096336243e-05,0.00021348575244994818,0.005160501780827607,0.02228989798579302,0.0005312414889026303,0.0004621679551867066,0.00028947778151296383
Andalusia,0.004469963887960856,0.00016819189489880126,0.003747520673346395,0.013779076534170216,0.0016676670301033884,0.0002717607521311974,7.30839193567308e-06,0.006438021947543643,0.03222596634068639,6.85011914063823e-06,3.512906142415315e-05,0.0007729751248274426
Aragon,0.000725478437444567,0.000842401689439948,0.005274641112151373,0.008204111492955012,0.0004795775067884748,0.00197546040458999,0.00029941660374094634,0.06479306425694399,0.057472758239633194,0.0027219800866488766,0.038253727604796145,9.722631684736117e-05
Asturias,0.008601690828828504,0.0022489023077200306,0.00023837263059705164,0.013411029866629542,0.0008550416305965824,1.3114895359003157e-06,0.0004832994097541512,0.008764052231850228,0.00012136563598861645,0.017734219340691734,0.023016208487920787,0.003054015346123183
Basque country,0.001482411903105741,0.00711717353212242,0.025169690239321873,0.04298849039761839,0.0033415846021910196,0.0007365174098621365,0.0001985155450487055,0.0011519840256172173,0.016245332387791245,0.004968073665141853,0.0011941475062257963,0.006505546791106217
Cantabria,0.005119562051673339,0.005424386527553322,8.951078377118205e-05,0.0046873382408649114,0.0003810541447619827,0.013549685523531498,0.002788492149783195,0.006246013392537474,0.018136422332738503,0.0010783623910300493,0.059042513004414925,0.000792955726939351
Castile & Leon,0.0023504503381817526,0.00255413767218223,0.006272968968933985,0.015404259988677586,0.0006733118252707968,0.0047669842344697936,0.003917611317731289,0.0027758319192183033,0.00010631665799735684,0.003710615721479725,0.013143678948153117,0.001844721005253407
Castile-La-Mancha,0.008175601227526507,0.005995871942244881,0.00010273354967865807,0.01861484152726113,0.0012604778716626156,0.017873218896721912,0.000842046373084762,0.003706949855028878,0.00512104874574227,0.004494121028729355,0.00798566710267078,0.007017958667358419
Catalonia,0.0004637301298068497,0.006294716367723326,0.005280057049951508,0.012354740458081355,0.0002699608030758736,0.0001084410716557281,0.00011022734119429404,0.00134602616536914,0.0005347184531380632,0.00011600311284241626,0.0002438364265951637,0.0017012712565661876
Extremadura,0.008629502395550681,0.0011565605933367318,0.00017446270731073845,0.0028488685661492183,0.00022401522474762108,0.02611294653995438,0.0006676089446323594,0.08532814167747954,0.0021821019700825777,0.0009494403944948425,5.70382620971764e-05,0.0007575250870781034
Galicia,0.0002715516036851518,0.0039498049665075965,0.01738077726015843,0.0070956987761705325,0.00013630767936253726,0.02229092416470514,0.0012986108702276334,0.005347037802018302,0.003443128294039681,2.759315678504345e-05,0.037329467866289996,0.003678274422732798
Valencia,0.0003601352081282048,0.0018644833832853463,0.0087590859596788,0.010252896288363483,0.0007563306754130144,0.005857108422438643,0.00011391214871346455,0.0017447774482144728,0.02248571735866188,0.00288056657877126,0.011378126764761014,0.0007422203101811898
Sweden,0.02434255506856712,0.0035560067077488617,0.01065191337508598,0.02147751680622664,0.00031074117717407485,0.007818116376579014,0.023161285596206938,0.006042123107400414,0.01146709369210858,0.04951307600439479,0.0013916972453127602,0.038588796795345534
Gotland,0.03348912399758719,0.01245759346032077,0.0428217157401026,0.06667947370720015,0.0009044261008940177,0.018170083501038485,0.05735432626224459,0.004760293330581499,0.046141751172239495,0.024671781628950153,0.015213536149784044,0.008058590713617747
Switzerland,0.002845436201094656,0.036734372014160944,0.0009442075753966881,0.015558899144149547,0.00787661714927616,0.0012024723375566018,0.0010281779181191002,0.00011779655720406192,0.06411481168008602,0.042910441856691114,0.0009370821161546107,0.000692109702073248
Turkey-Anatolia,0.048963859117202836,0.0013260264506993196,0.028162757951477452,1.0423386246020837e-05,0.005686284058379578,0.04361738855842907,0.012461023801930602,0.09902331898600661,0.004116192607535635,0.0005538843282575732,0.016098507186277217,0.042192457290366185
Ukraine,0.0026291965745685896,0.022874210359754878,0.00068913706361635,4.339016480612485e-05,0.0001404771576008182,0.008758868412847974,0.04185746740956718,0.0004984329143553406,0.004021862992126828,0.003772347508681555,0.0006596499509765002,0.03422361162381462
Wales,0.004318519655185255,0.020060873466530422,0.003332947907379496,0.005067771880281772,0.0002658162022153206,0.0007305262471163281,0.0006168746679628638,0.0023737629984604963,0.004823912886422748,0.00010538492862320019,0.0005371654011962597,0.0019834505901932804
